縣市,行政區,戶外探索教育場,手球場(館),木球場,半場籃球場,卡巴迪球場,田徑場,合球場,曲棍球場,羽球場(館),自由車場,沙灘排球場,角力場/場、武術館(教室),足球場,身心障礙(銀髮族)運動休閒會館,其他,武術場,空手道場/館,保齡球館,柔術場,柔道場/館,射箭場,拳擊場/館,桌球場(館),迷你高爾夫球場,馬術場,高爾夫球場,高爾夫球練習場,健力室,健身房(含重量訓練室),排球場(館),棒、壘球打擊練習場,棒球場,游泳池(館),跆拳道場/館,極限運動場,滑冰場(冰宮),滑輪場(直排輪場),躲避球場,靶場/射擊場,槌球場,滾球場,網球場(館),舞蹈教室,劍道場/館,撞球場,樂活運動站,壁球場,橄欖球場(聯合式橄欖球場),擊劍場,環形/直線慢跑道(非田徑場型),舉重室,壘球場,攀岩場,籃球場,體操室/館,總計
苗栗縣,造橋鄉,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,16
苗栗縣,獅潭鄉,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6
苗栗縣,銅鑼鄉,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13
苗栗縣,頭份市,0,0,0,3,0,14,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,1,0,1,0,0,0,0,3,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,18,0,65
苗栗縣,頭屋鄉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
桃園市,八德區,0,1,0,1,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,51
桃園市,大園區,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0,34
桃園市,大溪區,0,0,0,2,0,12,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,11,0,50
桃園市,中壢區,0,0,0,3,0,26,0,1,24,0,0,0,2,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,6,12,1,4,9,2,0,0,3,8,1,2,0,8,5,0,0,1,0,0,0,3,0,0,1,54,0,187
桃園市,平鎮區,0,0,0,0,0,9,0,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,4,0,1,0,2,5,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,21,1,65
桃園市,桃園區,0,0,0,3,0,21,0,0,15,0,0,0,1,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,0,0,7,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,39,1,121
桃園市,復興區,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,14
桃園市,新屋區,0,0,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,0,34
桃園市,楊梅區,0,0,0,1,0,11,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,2,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,16,0,63
桃園市,龍潭區,0,0,0,0,0,10,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,10,2,42
桃園市,龜山區,0,1,0,0,0,21,1,0,11,0,0,0,3,1,1,0,1,0,0,1,1,0,5,0,0,0,1,0,3,7,0,3,1,2,0,0,1,3,0,0,0,4,2,0,1,0,0,0,0,2,0,0,0,33,2,112
桃園市,蘆竹區,0,1,0,2,0,9,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,51
桃園市,觀音區,0,0,0,0,0,11,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28
高雄市,三民區,0,0,1,0,0,19,0,0,10,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,1,9,1,0,0,0,1,0,1,0,10,1,0,0,0,0,0,0,3,0,0,0,22,1,97
高雄市,大社區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,11
高雄市,大寮區,0,1,0,1,0,11,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,7,1,0,0,1,0,3,8,0,0,2,0,0,0,0,2,0,0,0,3,2,0,2,0,0,0,0,1,0,0,0,14,0,65
高雄市,大樹區,0,0,0,1,0,9,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,10,1,37
高雄市,小港區,0,2,0,0,0,10,1,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,5,1,0,2,0,0,0,1,4,1,0,0,4,1,0,3,0,0,0,0,2,0,1,0,26,0,83
高雄市,仁武區,0,0,0,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,26
高雄市,內門區,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8,0,25
高雄市,六龜區,0,0,0,1,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,24
高雄市,左營區,0,2,0,0,0,14,0,1,17,0,0,0,6,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,2,5,2,0,4,1,0,0,0,2,0,0,1,4,3,0,2,0,0,0,0,2,0,0,1,21,0,98
高雄市,永安區,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
高雄市,田寮區,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
高雄市,甲仙區,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,7
高雄市,杉林區,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,19
高雄市,那瑪夏區,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5
高雄市,岡山區,0,0,0,2,0,11,0,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,5,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,17,1,64
高雄市,林園區,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,18
高雄市,阿蓮區,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,16
高雄市,前金區,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,20
高雄市,前鎮區,0,0,0,0,0,9,0,0,7,0,0,1,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,4,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,3,0,2,0,16,0,60
高雄市,美濃區,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,28
高雄市,苓雅區,0,1,0,1,0,13,0,1,11,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,0,2,7,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,1,0,1,0,11,0,73
高雄市,茂林區,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
高雄市,茄萣區,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,18
高雄市,桃源區,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,7
高雄市,梓官區,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
高雄市,鳥松區,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,1,0,1,7,0,29
高雄市,湖內區,0,0,0,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,0,27
高雄市,新興區,0,0,0,1,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,19
高雄市,楠梓區,0,2,1,1,0,11,0,0,8,1,0,0,5,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,2,6,0,0,0,0,3,1,0,0,5,3,0,1,0,1,0,0,0,0,2,0,25,0,92
高雄市,路竹區,0,0,0,0,0,7,0,1,6,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,41
高雄市,鼓山區,0,0,0,0,0,7,0,0,9,0,0,0,4,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,2,4,0,2,2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,3,16,0,62
高雄市,旗山區,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,32
高雄市,旗津區,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,10
高雄市,鳳山區,0,0,0,0,0,20,0,0,10,1,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,1,8,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,31,0,96
高雄市,橋頭區,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18
高雄市,燕巢區,0,0,0,0,0,5,0,0,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,10,0,37
高雄市,彌陀區,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
高雄市,鹽埕區,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,17
基隆市,七堵區,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24
基隆市,中山區,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,15
基隆市,中正區,0,0,0,1,0,3,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,32
基隆市,仁愛區,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
基隆市,安樂區,0,0,0,0,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,29
基隆市,信義區,0,0,0,9,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,36
基隆市,暖暖區,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,17
連江縣(馬祖),北竿鄉,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,8
連江縣(馬祖),東引鄉,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
連江縣(馬祖),南竿鄉,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,14
連江縣(馬祖),莒光鄉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
雲林縣,二崙鄉,0,1,1,0,0,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,30
雲林縣,口湖鄉,0,0,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,31
雲林縣,土庫鎮,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,32
雲林縣,大埤鄉,0,0,0,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18
雲林縣,元長鄉,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,23
雲林縣,斗六市,0,1,1,0,0,21,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,8,2,2,6,1,0,0,3,3,0,0,0,11,3,0,0,0,0,0,0,2,0,0,0,29,0,106
雲林縣,斗南鎮,0,0,0,1,0,9,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,34
雲林縣,水林鄉,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,25
雲林縣,北港鎮,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,16,0,53
雲林縣,古坑鄉,0,0,1,1,0,12,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,49
雲林縣,四湖鄉,0,0,0,1,0,11,0,0,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,39
雲林縣,西螺鎮,0,0,0,0,0,10,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,9,0,45
雲林縣,東勢鄉,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,20
雲林縣,林內鄉,0,0,1,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,24
雲林縣,虎尾鎮,0,0,0,1,0,13,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,19,0,57
雲林縣,崙背鄉,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,27
雲林縣,麥寮鄉,0,0,0,1,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,21
雲林縣,莿桐鄉,0,0,0,1,0,6,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,30
雲林縣,臺西鄉,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20
雲林縣,褒忠鄉,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
新北市,八里區,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16
新北市,三芝區,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,19
新北市,三重區,0,0,0,0,0,12,0,0,5,0,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,2,7,0,0,4,0,0,0,0,2,0,0,0,4,2,0,1,0,1,0,0,0,0,0,1,26,2,77
新北市,三峽區,0,0,0,1,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,39
新北市,土城區,0,0,0,0,0,8,0,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,0,0,1,0,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,13,0,45
